Image,whaleID,x,y
w_6511.jpg,whale_86041,170.0,110.0
w_2935.jpg,whale_81818,170.0,170.0
w_4664.jpg,whale_99573,210.0,240.0
w_5938.jpg,whale_47734,220.0,130.0
w_8430.jpg,whale_58010,270.0,220.0
w_9105.jpg,whale_23525,180.0,210.0
w_6365.jpg,whale_48490,240.0,90.0
w_2577.jpg,whale_02411,310.0,190.0
w_8281.jpg,whale_80247,230.0,70.0
w_3392.jpg,whale_08439,300.0,130.0
w_9358.jpg,whale_48813,290.0,130.0
w_8357.jpg,whale_08181,220.0,180.0
w_2883.jpg,whale_78280,220.0,140.0
w_1087.jpg,whale_23847,400.0,200.0
w_9328.jpg,whale_29569,320.0,110.0
w_4469.jpg,whale_67685,260.0,160.0
w_3983.jpg,whale_49530,360.0,230.0
w_4441.jpg,whale_48386,300.0,150.0
w_7702.jpg,whale_49491,270.0,190.0
w_1325.jpg,whale_39915,220.0,110.0
w_7416.jpg,whale_38008,160.0,70.0
w_4213.jpg,whale_50021,190.0,90.0
w_869.jpg,whale_81875,300.0,120.0
w_9376.jpg,whale_10977,210.0,200.0
w_5075.jpg,whale_82548,140.0,240.0
w_1057.jpg,whale_36154,330.0,220.0
w_4261.jpg,whale_85670,120.0,100.0
w_4974.jpg,whale_23367,240.0,270.0
w_2469.jpg,whale_98645,220.0,160.0
w_3807.jpg,whale_87155,140.0,280.0
w_1264.jpg,whale_48813,230.0,240.0
w_6066.jpg,whale_59173,250.0,180.0
w_6052.jpg,whale_82548,120.0,260.0
w_5811.jpg,whale_38008,180.0,120.0
w_3444.jpg,whale_74683,130.0,180.0
w_8582.jpg,whale_76782,200.0,200.0
w_8962.jpg,whale_73592,290.0,130.0
w_6326.jpg,whale_00195,270.0,150.0
w_2989.jpg,whale_43971,250.0,180.0
w_5587.jpg,whale_79439,280.0,190.0
w_7405.jpg,whale_33152,200.0,170.0
w_527.jpg,whale_53079,230.0,190.0
w_2302.jpg,whale_52505,280.0,230.0
w_3403.jpg,whale_77693,350.0,130.0
w_7462.jpg,whale_97882,250.0,180.0
w_3777.jpg,whale_78280,310.0,140.0
w_4895.jpg,whale_95370,200.0,160.0
w_6563.jpg,whale_94176,240.0,220.0
w_6882.jpg,whale_63541,220.0,140.0
w_4706.jpg,whale_70904,240.0,180.0
w_2578.jpg,whale_28892,210.0,180.0
w_9406.jpg,whale_16738,260.0,160.0
w_4071.jpg,whale_05487,270.0,210.0
w_2212.jpg,whale_83892,230.0,270.0
w_8153.jpg,whale_08017,310.0,190.0
w_3648.jpg,whale_57251,280.0,190.0
w_5084.jpg,whale_72820,220.0,170.0
w_1654.jpg,whale_98996,250.0,160.0
w_6801.jpg,whale_12820,300.0,60.0
w_6612.jpg,whale_66852,270.0,110.0
w_5032.jpg,whale_27085,320.0,190.0
w_1115.jpg,whale_90820,220.0,110.0
w_7935.jpg,whale_23821,220.0,190.0
w_2185.jpg,whale_06339,190.0,100.0
w_6303.jpg,whale_83791,190.0,190.0
w_4961.jpg,whale_37154,310.0,150.0
w_4435.jpg,whale_87622,190.0,150.0
w_112.jpg,whale_40169,250.0,150.0
w_7622.jpg,whale_15079,220.0,70.0
w_6262.jpg,whale_52749,280.0,160.0
w_8756.jpg,whale_11708,190.0,80.0
w_4277.jpg,whale_82064,210.0,170.0
w_1683.jpg,whale_90820,190.0,60.0
w_1477.jpg,whale_60729,300.0,120.0
w_4236.jpg,whale_17604,220.0,110.0
w_2078.jpg,whale_37154,330.0,150.0
w_353.jpg,whale_28263,260.0,180.0
w_3326.jpg,whale_19906,180.0,280.0
w_4561.jpg,whale_34656,340.0,110.0
w_8024.jpg,whale_61461,230.0,80.0
w_7828.jpg,whale_96385,310.0,230.0
w_1766.jpg,whale_73684,230.0,150.0
w_1992.jpg,whale_68116,260.0,160.0
w_4436.jpg,whale_23118,320.0,250.0
w_7392.jpg,whale_81875,210.0,150.0
w_3237.jpg,whale_11076,250.0,110.0
w_354.jpg,whale_34656,340.0,190.0
w_2133.jpg,whale_87291,240.0,90.0
w_8556.jpg,whale_87604,250.0,160.0
w_7218.jpg,whale_72820,260.0,20.0
w_8157.jpg,whale_37654,250.0,200.0
w_8666.jpg,whale_39689,270.0,180.0
w_3159.jpg,whale_26288,280.0,300.0
w_6141.jpg,whale_11076,250.0,100.0
w_5262.jpg,whale_37658,280.0,220.0
w_1953.jpg,whale_87291,220.0,140.0
w_4488.jpg,whale_55550,340.0,100.0
w_3144.jpg,whale_36300,210.0,120.0
w_3875.jpg,whale_69459,210.0,110.0
w_2462.jpg,whale_43971,350.0,230.0
w_3239.jpg,whale_90929,200.0,130.0
w_142.jpg,whale_35594,390.0,140.0
w_3770.jpg,whale_41125,290.0,60.0
w_3415.jpg,whale_79823,180.0,70.0
w_5177.jpg,whale_79439,320.0,120.0
w_7852.jpg,whale_46974,320.0,140.0
w_3131.jpg,whale_35844,240.0,120.0
w_1617.jpg,whale_03623,220.0,150.0
w_9126.jpg,whale_18989,220.0,190.0
w_6867.jpg,whale_47700,250.0,100.0
w_8868.jpg,whale_37269,300.0,280.0
w_2322.jpg,whale_85464,270.0,90.0
w_3007.jpg,whale_53580,230.0,220.0
w_6357.jpg,whale_50021,290.0,110.0
w_4134.jpg,whale_79823,260.0,130.0
w_3935.jpg,whale_38681,290.0,110.0
w_9197.jpg,whale_54574,340.0,70.0
w_4927.jpg,whale_44127,210.0,110.0
w_3527.jpg,whale_64006,290.0,160.0
w_7093.jpg,whale_73080,220.0,150.0
w_6276.jpg,whale_61260,230.0,260.0
w_3776.jpg,whale_08017,270.0,100.0
w_8299.jpg,whale_78280,230.0,110.0
w_1856.jpg,whale_17604,230.0,140.0
w_6828.jpg,whale_48966,160.0,180.0
w_8918.jpg,whale_47734,250.0,250.0
w_4515.jpg,whale_64714,180.0,120.0
w_9464.jpg,whale_55079,250.0,150.0
w_2254.jpg,whale_23367,180.0,250.0
w_6707.jpg,whale_98939,210.0,160.0
w_6054.jpg,whale_26397,280.0,140.0
w_710.jpg,whale_63948,220.0,250.0
w_3627.jpg,whale_91826,210.0,180.0
w_1063.jpg,whale_40169,210.0,120.0
w_3969.jpg,whale_64496,250.0,150.0
w_3339.jpg,whale_17785,270.0,180.0
w_3420.jpg,whale_81818,200.0,140.0
w_6665.jpg,whale_24815,380.0,130.0
w_4240.jpg,whale_73136,290.0,180.0
w_6110.jpg,whale_23574,230.0,100.0
w_9084.jpg,whale_49237,270.0,160.0
w_6620.jpg,whale_68789,280.0,160.0
w_5557.jpg,whale_29569,260.0,160.0
w_9465.jpg,whale_89615,200.0,130.0
w_7070.jpg,whale_20448,350.0,140.0
w_317.jpg,whale_31594,340.0,260.0
w_348.jpg,whale_53079,250.0,150.0
w_3625.jpg,whale_48415,230.0,190.0
w_8547.jpg,whale_60729,220.0,170.0
w_4181.jpg,whale_27820,270.0,130.0
w_1438.jpg,whale_48415,220.0,130.0
w_6336.jpg,whale_19041,160.0,260.0
w_8377.jpg,whale_06334,250.0,130.0
w_4028.jpg,whale_55550,290.0,160.0
w_3074.jpg,whale_32087,200.0,150.0
w_256.jpg,whale_48966,290.0,200.0
w_8140.jpg,whale_85670,240.0,150.0
w_5805.jpg,whale_82089,240.0,200.0
w_6447.jpg,whale_52342,330.0,220.0
w_1975.jpg,whale_44127,210.0,150.0
w_8475.jpg,whale_74439,140.0,190.0
w_8754.jpg,whale_60921,270.0,210.0
w_5553.jpg,whale_65057,270.0,100.0
w_5021.jpg,whale_75932,250.0,170.0
w_1867.jpg,whale_49530,270.0,140.0
w_1273.jpg,whale_97542,390.0,180.0
w_6640.jpg,whale_37269,330.0,180.0
w_1381.jpg,whale_23821,250.0,150.0
w_4678.jpg,whale_02839,170.0,190.0
w_6402.jpg,whale_64714,190.0,170.0
w_7282.jpg,whale_36851,170.0,150.0
w_7376.jpg,whale_25878,250.0,210.0
w_1352.jpg,whale_61461,180.0,180.0
w_1741.jpg,whale_61260,260.0,130.0
w_2171.jpg,whale_38681,250.0,100.0
w_2907.jpg,whale_15434,170.0,230.0
w_7531.jpg,whale_55079,80.0,300.0
w_6504.jpg,whale_11242,160.0,230.0
w_1736.jpg,whale_18989,340.0,180.0
w_4504.jpg,whale_48490,270.0,180.0
w_8159.jpg,whale_74162,160.0,150.0
w_4692.jpg,whale_52749,240.0,200.0
w_7516.jpg,whale_89211,220.0,120.0
w_5165.jpg,whale_36851,290.0,130.0
w_2993.jpg,whale_25878,240.0,150.0
w_6759.jpg,whale_09454,250.0,150.0
w_8216.jpg,whale_29172,210.0,100.0
w_7567.jpg,whale_59255,280.0,120.0
w_4989.jpg,whale_08637,270.0,160.0
w_222.jpg,whale_35426,210.0,120.0
w_5775.jpg,whale_86377,220.0,100.0
w_8768.jpg,whale_38681,270.0,160.0
w_8942.jpg,whale_51538,250.0,140.0
w_5571.jpg,whale_66711,370.0,150.0
w_1308.jpg,whale_80405,280.0,130.0
w_3305.jpg,whale_72820,230.0,140.0
w_5892.jpg,whale_05349,220.0,160.0
w_2545.jpg,whale_97688,220.0,80.0
w_6181.jpg,whale_09651,230.0,170.0
w_3515.jpg,whale_48386,230.0,220.0
w_847.jpg,whale_26686,310.0,190.0
w_7327.jpg,whale_54920,240.0,180.0
w_3506.jpg,whale_90271,240.0,160.0
w_3462.jpg,whale_48813,260.0,180.0
w_1780.jpg,whale_60921,250.0,150.0
w_6363.jpg,whale_36437,280.0,150.0
w_4390.jpg,whale_65586,220.0,140.0
w_1827.jpg,whale_33723,290.0,100.0
w_272.jpg,whale_23525,320.0,100.0
w_4758.jpg,whale_79648,290.0,190.0
w_2001.jpg,whale_59255,260.0,170.0
w_4050.jpg,whale_09062,250.0,140.0
w_6797.jpg,whale_59627,260.0,100.0
w_984.jpg,whale_97924,130.0,210.0
w_4551.jpg,whale_38817,110.0,160.0
w_9015.jpg,whale_05661,280.0,160.0
w_8141.jpg,whale_11555,240.0,160.0
w_9396.jpg,whale_13288,250.0,110.0
w_5779.jpg,whale_49135,260.0,160.0
w_3492.jpg,whale_11242,310.0,190.0
w_9092.jpg,whale_48966,220.0,120.0
w_4889.jpg,whale_92465,200.0,140.0
w_6539.jpg,whale_40169,250.0,160.0
w_199.jpg,whale_11076,270.0,130.0
w_8290.jpg,whale_02411,300.0,160.0
w_3385.jpg,whale_86041,270.0,150.0
w_1619.jpg,whale_85464,230.0,120.0
w_1636.jpg,whale_90957,300.0,90.0
w_597.jpg,whale_23525,220.0,130.0
w_1296.jpg,whale_59173,290.0,130.0
w_2301.jpg,whale_10977,230.0,130.0
w_9233.jpg,whale_03623,200.0,160.0
w_3953.jpg,whale_23847,270.0,100.0
w_8934.jpg,whale_09651,250.0,150.0
w_7401.jpg,whale_53079,240.0,200.0
w_1277.jpg,whale_17785,210.0,110.0
w_888.jpg,whale_82064,260.0,120.0
w_969.jpg,whale_47700,310.0,100.0
w_4328.jpg,whale_12074,160.0,190.0
w_985.jpg,whale_64496,370.0,170.0
w_5514.jpg,whale_34488,270.0,150.0
w_8685.jpg,whale_68116,190.0,150.0
w_416.jpg,whale_79166,390.0,230.0
w_8164.jpg,whale_48813,360.0,140.0
w_7128.jpg,whale_33140,250.0,210.0
w_5129.jpg,whale_86206,290.0,160.0
w_1382.jpg,whale_23525,250.0,170.0
w_7452.jpg,whale_68116,340.0,130.0
w_1506.jpg,whale_39689,320.0,90.0
w_4256.jpg,whale_82554,290.0,90.0
w_5062.jpg,whale_26654,180.0,110.0
w_7115.jpg,whale_49135,260.0,120.0
w_2861.jpg,whale_08181,240.0,170.0
w_7795.jpg,whale_22297,140.0,200.0
w_1568.jpg,whale_95370,300.0,200.0
w_69.jpg,whale_95831,230.0,90.0
w_5207.jpg,whale_15519,250.0,150.0
w_7573.jpg,whale_38288,250.0,170.0
w_8428.jpg,whale_72327,210.0,110.0
w_6764.jpg,whale_09651,260.0,170.0
w_3494.jpg,whale_90911,230.0,170.0
w_9286.jpg,whale_02411,240.0,120.0
w_1604.jpg,whale_10005,170.0,80.0
w_571.jpg,whale_38894,260.0,120.0
w_8347.jpg,whale_88147,180.0,180.0
w_8588.jpg,whale_66852,200.0,150.0
w_3801.jpg,whale_20448,290.0,130.0
w_201.jpg,whale_38681,310.0,170.0
w_8706.jpg,whale_03103,220.0,180.0
w_7295.jpg,whale_43971,190.0,90.0
w_876.jpg,whale_81136,260.0,210.0
w_536.jpg,whale_84178,250.0,80.0
w_1323.jpg,whale_95091,160.0,20.0
w_560.jpg,whale_79166,400.0,110.0
w_1905.jpg,whale_39293,280.0,130.0
w_4374.jpg,whale_54574,260.0,220.0
w_5416.jpg,whale_64299,280.0,70.0
w_3249.jpg,whale_54850,240.0,140.0
w_1245.jpg,whale_83791,240.0,140.0
w_8719.jpg,whale_87622,180.0,140.0
w_3071.jpg,whale_37154,280.0,120.0
w_5222.jpg,whale_38191,310.0,210.0
w_5249.jpg,whale_02411,250.0,120.0
w_2664.jpg,whale_91826,280.0,150.0
w_1527.jpg,whale_64937,220.0,130.0
w_5485.jpg,whale_14270,220.0,190.0
w_3027.jpg,whale_58474,350.0,130.0
w_1218.jpg,whale_21160,260.0,170.0
w_5484.jpg,whale_49491,270.0,180.0
w_5274.jpg,whale_47700,250.0,170.0
w_9088.jpg,whale_13863,200.0,220.0
w_8083.jpg,whale_51603,280.0,140.0
w_3978.jpg,whale_38543,300.0,150.0
w_4759.jpg,whale_29858,260.0,180.0
w_3320.jpg,whale_74625,310.0,150.0
w_8421.jpg,whale_88547,290.0,130.0
w_2020.jpg,whale_97882,330.0,130.0
w_284.jpg,whale_86377,210.0,150.0
w_9047.jpg,whale_84178,220.0,60.0
w_7449.jpg,whale_52749,180.0,200.0
w_4251.jpg,whale_32087,90.0,170.0
w_6753.jpg,whale_07647,230.0,200.0
w_8143.jpg,whale_94546,260.0,160.0
w_5785.jpg,whale_05661,230.0,110.0
w_7790.jpg,whale_86206,330.0,170.0
w_5980.jpg,whale_48966,310.0,170.0
w_214.jpg,whale_24730,300.0,230.0
w_7109.jpg,whale_58362,180.0,130.0
w_4123.jpg,whale_60921,270.0,210.0
w_6656.jpg,whale_21655,200.0,220.0
w_2543.jpg,whale_74935,290.0,190.0
w_5844.jpg,whale_23847,150.0,250.0
w_3024.jpg,whale_79193,250.0,220.0
w_2251.jpg,whale_88147,230.0,100.0
w_5652.jpg,whale_26288,480.0,40.0
w_2440.jpg,whale_34656,300.0,140.0
w_4771.jpg,whale_88547,230.0,130.0
w_2287.jpg,whale_69619,290.0,120.0
w_1280.jpg,whale_06339,250.0,140.0
w_5476.jpg,whale_54850,260.0,140.0
w_3395.jpg,whale_43045,350.0,200.0
w_7237.jpg,whale_92686,230.0,200.0
w_163.jpg,whale_35594,210.0,120.0
w_4463.jpg,whale_84963,290.0,230.0
w_2788.jpg,whale_88147,130.0,190.0
w_4851.jpg,whale_11625,300.0,180.0
w_1348.jpg,whale_86041,230.0,180.0
w_9394.jpg,whale_60729,280.0,140.0
w_3476.jpg,whale_36231,240.0,220.0
w_1265.jpg,whale_08181,280.0,160.0
w_9217.jpg,whale_66353,210.0,210.0
w_4888.jpg,whale_34663,260.0,200.0
w_1328.jpg,whale_52505,210.0,150.0
w_6547.jpg,whale_37154,250.0,220.0
w_4904.jpg,whale_45465,230.0,120.0
w_3688.jpg,whale_52342,170.0,80.0
w_3313.jpg,whale_44699,310.0,100.0
w_7863.jpg,whale_44699,280.0,90.0
w_7258.jpg,whale_24730,230.0,110.0
w_8032.jpg,whale_36851,320.0,140.0
w_6685.jpg,whale_64903,260.0,190.0
w_568.jpg,whale_52759,110.0,140.0
w_1454.jpg,whale_55333,220.0,250.0
w_3542.jpg,whale_69459,280.0,150.0
w_8881.jpg,whale_22448,190.0,170.0
w_5399.jpg,whale_45062,260.0,120.0
w_9231.jpg,whale_47734,120.0,270.0
w_1868.jpg,whale_70138,260.0,150.0
w_3893.jpg,whale_38288,320.0,170.0
w_5259.jpg,whale_92465,360.0,120.0
w_1093.jpg,whale_11555,220.0,230.0
w_4757.jpg,whale_97688,180.0,160.0
w_577.jpg,whale_48813,300.0,120.0
w_6534.jpg,whale_53889,260.0,90.0
w_6095.jpg,whale_78565,270.0,160.0
w_6564.jpg,whale_73080,270.0,120.0
w_3711.jpg,whale_14094,260.0,190.0
w_5784.jpg,whale_57338,160.0,150.0
w_5846.jpg,whale_51195,240.0,100.0
w_2398.jpg,whale_41805,250.0,90.0
w_9049.jpg,whale_86527,220.0,240.0
w_5138.jpg,whale_45728,280.0,170.0
w_299.jpg,whale_26397,260.0,190.0
w_3127.jpg,whale_32702,330.0,100.0
w_2198.jpg,whale_43045,310.0,180.0
w_1608.jpg,whale_38008,270.0,160.0
w_5991.jpg,whale_79166,230.0,170.0
w_7598.jpg,whale_72327,290.0,120.0
w_6556.jpg,whale_45367,320.0,160.0
w_3977.jpg,whale_58362,270.0,160.0
w_6025.jpg,whale_55861,250.0,210.0
w_2742.jpg,whale_98151,180.0,90.0
w_798.jpg,whale_14892,220.0,140.0
w_8893.jpg,whale_48813,300.0,110.0
w_2063.jpg,whale_68774,230.0,180.0
w_2404.jpg,whale_97882,370.0,70.0
w_6818.jpg,whale_87604,280.0,130.0
w_8453.jpg,whale_73666,310.0,170.0
w_7950.jpg,whale_28892,250.0,160.0
w_4587.jpg,whale_92686,300.0,240.0
w_5293.jpg,whale_11555,240.0,190.0
w_7942.jpg,whale_23525,310.0,230.0
w_3979.jpg,whale_67685,230.0,180.0
w_5839.jpg,whale_95370,280.0,160.0
w_8646.jpg,whale_96385,250.0,110.0
w_4189.jpg,whale_48490,280.0,130.0
w_647.jpg,whale_97688,270.0,160.0
w_8559.jpg,whale_64989,210.0,200.0
w_4505.jpg,whale_24815,200.0,90.0
w_6394.jpg,whale_87291,330.0,160.0
w_3623.jpg,whale_21873,260.0,150.0
w_6094.jpg,whale_08923,300.0,80.0
w_1233.jpg,whale_07863,260.0,190.0
w_1595.jpg,whale_72820,330.0,210.0
w_3081.jpg,whale_32087,180.0,150.0
w_132.jpg,whale_82554,250.0,120.0
w_2255.jpg,whale_91826,240.0,130.0
w_3847.jpg,whale_59173,180.0,140.0
w_641.jpg,whale_53580,260.0,80.0
w_2717.jpg,whale_79823,150.0,160.0
w_6996.jpg,whale_51195,230.0,180.0
w_961.jpg,whale_22059,220.0,180.0
w_709.jpg,whale_74162,190.0,140.0
w_7041.jpg,whale_67614,210.0,140.0
w_4915.jpg,whale_23821,300.0,220.0
w_7605.jpg,whale_74935,290.0,160.0
w_9043.jpg,whale_53079,220.0,120.0
w_4727.jpg,whale_94176,180.0,160.0
w_7394.jpg,whale_95091,280.0,220.0
w_8630.jpg,whale_74625,260.0,140.0
w_7944.jpg,whale_68774,250.0,120.0
w_1117.jpg,whale_38894,330.0,210.0
w_2379.jpg,whale_76398,280.0,140.0
w_7271.jpg,whale_80947,260.0,130.0
w_5185.jpg,whale_36851,220.0,170.0
w_5434.jpg,whale_74439,130.0,170.0
w_3141.jpg,whale_97542,270.0,110.0
w_622.jpg,whale_41125,180.0,150.0
w_3484.jpg,whale_33195,300.0,140.0
w_6690.jpg,whale_28892,230.0,180.0
w_4025.jpg,whale_17604,200.0,140.0
w_1388.jpg,whale_66353,220.0,120.0
w_6434.jpg,whale_13789,220.0,180.0
w_4672.jpg,whale_89615,300.0,110.0
w_1603.jpg,whale_80247,210.0,170.0
w_8106.jpg,whale_37269,240.0,180.0
w_8061.jpg,whale_11099,240.0,170.0
w_1588.jpg,whale_45062,260.0,170.0
w_7263.jpg,whale_95091,120.0,180.0
w_4799.jpg,whale_68116,230.0,110.0
w_9209.jpg,whale_25715,270.0,210.0
w_4661.jpg,whale_61461,290.0,300.0
w_1423.jpg,whale_26397,230.0,140.0
w_7775.jpg,whale_54574,250.0,200.0
w_3368.jpg,whale_98996,260.0,150.0
w_9426.jpg,whale_51195,190.0,180.0
w_4237.jpg,whale_88756,280.0,150.0
w_6423.jpg,whale_10021,190.0,120.0
w_657.jpg,whale_17601,230.0,140.0
w_564.jpg,whale_66711,240.0,150.0
w_4612.jpg,whale_70904,220.0,230.0
w_991.jpg,whale_17785,330.0,150.0
w_8877.jpg,whale_89615,330.0,130.0
w_3406.jpg,whale_82602,280.0,60.0
w_9237.jpg,whale_24815,210.0,140.0
w_6206.jpg,whale_44127,160.0,200.0
w_3920.jpg,whale_26288,310.0,70.0
w_3530.jpg,whale_38008,200.0,120.0
w_3543.jpg,whale_65057,330.0,80.0
w_3925.jpg,whale_14892,200.0,140.0
w_6430.jpg,whale_73592,210.0,110.0
w_2190.jpg,whale_24815,270.0,230.0
w_8209.jpg,whale_58972,330.0,140.0
w_3235.jpg,whale_65586,260.0,150.0
w_770.jpg,whale_74439,270.0,190.0
w_470.jpg,whale_38681,310.0,150.0
w_661.jpg,whale_52505,200.0,90.0
w_6008.jpg,whale_28892,220.0,90.0
w_579.jpg,whale_86585,250.0,140.0
w_1753.jpg,whale_67685,220.0,150.0
w_3009.jpg,whale_53079,190.0,220.0
w_5585.jpg,whale_73136,320.0,180.0
w_314.jpg,whale_04540,240.0,130.0
w_2608.jpg,whale_49491,260.0,80.0
w_631.jpg,whale_64937,280.0,220.0
w_906.jpg,whale_03728,260.0,170.0
w_5808.jpg,whale_33140,270.0,180.0
w_3455.jpg,whale_82089,320.0,120.0
w_4481.jpg,whale_70138,190.0,130.0
w_746.jpg,whale_67801,280.0,190.0
w_7875.jpg,whale_83892,200.0,250.0
w_2128.jpg,whale_66353,330.0,130.0
w_7639.jpg,whale_55550,320.0,180.0
w_2444.jpg,whale_39293,240.0,160.0
w_6486.jpg,whale_80947,200.0,260.0
w_1713.jpg,whale_82089,230.0,190.0
w_1310.jpg,whale_74683,250.0,130.0
w_2597.jpg,whale_22448,290.0,120.0
w_8847.jpg,whale_58972,230.0,180.0
w_181.jpg,whale_48497,190.0,210.0
w_1281.jpg,whale_67036,220.0,100.0
w_7025.jpg,whale_38681,240.0,170.0
w_764.jpg,whale_58474,240.0,160.0
w_7292.jpg,whale_44127,220.0,130.0
w_9391.jpg,whale_18989,300.0,110.0
w_6725.jpg,whale_17785,200.0,110.0
w_3959.jpg,whale_36231,230.0,220.0
w_8485.jpg,whale_97688,250.0,140.0
w_6288.jpg,whale_79823,240.0,140.0
w_4498.jpg,whale_23118,320.0,230.0
w_8966.jpg,whale_21160,200.0,210.0
w_7810.jpg,whale_38681,280.0,160.0
w_1651.jpg,whale_03227,350.0,150.0
w_4990.jpg,whale_48966,170.0,140.0
w_4195.jpg,whale_32087,320.0,140.0
w_7219.jpg,whale_25715,210.0,160.0
w_8770.jpg,whale_08017,260.0,170.0
w_3425.jpg,whale_67614,250.0,230.0
w_5337.jpg,whale_89615,380.0,230.0
w_6736.jpg,whale_86158,270.0,110.0
w_3845.jpg,whale_28263,200.0,90.0
w_7071.jpg,whale_45465,210.0,120.0
w_690.jpg,whale_86206,230.0,140.0
w_7408.jpg,whale_40169,240.0,240.0
w_4058.jpg,whale_82548,360.0,280.0
w_5437.jpg,whale_04435,210.0,80.0
w_2494.jpg,whale_95370,270.0,120.0
w_4832.jpg,whale_17601,50.0,110.0
w_6626.jpg,whale_11555,220.0,250.0
w_6228.jpg,whale_82548,260.0,160.0
w_1646.jpg,whale_39674,250.0,200.0
w_4717.jpg,whale_22448,280.0,150.0
w_408.jpg,whale_09651,220.0,110.0
w_9412.jpg,whale_66353,100.0,140.0
w_485.jpg,whale_05661,240.0,110.0
w_4984.jpg,whale_12820,250.0,130.0
w_7843.jpg,whale_88746,140.0,150.0
w_7189.jpg,whale_46169,200.0,180.0
w_8240.jpg,whale_77693,280.0,160.0
w_8484.jpg,whale_98746,290.0,170.0
w_8664.jpg,whale_59173,260.0,160.0
w_962.jpg,whale_76782,280.0,140.0
w_2866.jpg,whale_36851,230.0,220.0
w_655.jpg,whale_96385,210.0,140.0
w_7482.jpg,whale_39293,290.0,180.0
w_1888.jpg,whale_98645,220.0,140.0
w_2606.jpg,whale_83892,280.0,80.0
w_2072.jpg,whale_75455,310.0,180.0
w_5453.jpg,whale_04397,230.0,200.0
w_1986.jpg,whale_52505,170.0,220.0
w_8762.jpg,whale_78785,240.0,200.0
w_7651.jpg,whale_25715,360.0,100.0
w_6493.jpg,whale_66353,260.0,90.0
w_6522.jpg,whale_35594,200.0,150.0
w_9082.jpg,whale_33961,260.0,290.0
w_2276.jpg,whale_51195,230.0,180.0
w_986.jpg,whale_74232,310.0,190.0
w_8297.jpg,whale_73666,170.0,110.0
w_3241.jpg,whale_22297,90.0,140.0
w_2130.jpg,whale_37154,210.0,180.0
w_6166.jpg,whale_33961,250.0,140.0
w_1453.jpg,whale_29858,230.0,190.0
w_2592.jpg,whale_55079,250.0,160.0
w_1994.jpg,whale_38543,270.0,110.0
w_6524.jpg,whale_55079,220.0,180.0
w_2680.jpg,whale_09181,220.0,150.0
w_2613.jpg,whale_14270,210.0,90.0
w_2609.jpg,whale_66205,270.0,180.0
w_7260.jpg,whale_58747,265.0,120.0
w_915.jpg,whale_79199,230.0,90.0
w_9027.jpg,whale_27834,290.0,180.0
w_719.jpg,whale_63816,210.0,30.0
w_7157.jpg,whale_41125,220.0,130.0
w_9205.jpg,whale_60921,260.0,230.0
w_99.jpg,whale_75455,240.0,190.0
w_2450.jpg,whale_11099,230.0,190.0
w_8160.jpg,whale_49237,330.0,200.0
w_4421.jpg,whale_13288,155.0,170.0
w_1541.jpg,whale_15078,270.0,80.0
w_5747.jpg,whale_23574,210.0,170.0
w_1393.jpg,whale_22297,160.0,130.0
w_3773.jpg,whale_67685,210.0,120.0
w_6161.jpg,whale_37658,260.0,150.0
w_1435.jpg,whale_68789,170.0,270.0
w_3080.jpg,whale_04373,210.0,120.0
w_6338.jpg,whale_63948,215.0,210.0
